num,url
202206020107,https://race.netkeiba.com/odds/index.html?race_id=202206020107&rf=race_submenu
202206020108,https://race.netkeiba.com/odds/index.html?race_id=202206020108&rf=race_submenu
202206020109,https://race.netkeiba.com/odds/index.html?race_id=202206020109&rf=race_submenu
202206020110,https://race.netkeiba.com/odds/index.html?race_id=202206020110&rf=race_submenu
202206020111,https://race.netkeiba.com/odds/index.html?race_id=202206020111&rf=race_submenu
202206020112,https://race.netkeiba.com/odds/index.html?race_id=202206020112&rf=race_submenu
202206020201,https://race.netkeiba.com/odds/index.html?race_id=202206020201&rf=race_submenu
202206020202,https://race.netkeiba.com/odds/index.html?race_id=202206020202&rf=race_submenu
202206020203,https://race.netkeiba.com/odds/index.html?race_id=202206020203&rf=race_submenu
202206020204,https://race.netkeiba.com/odds/index.html?race_id=202206020204&rf=race_submenu
202206020205,https://race.netkeiba.com/odds/index.html?race_id=202206020205&rf=race_submenu
202206020206,https://race.netkeiba.com/odds/index.html?race_id=202206020206&rf=race_submenu
202206020207,https://race.netkeiba.com/odds/index.html?race_id=202206020207&rf=race_submenu
202206020208,https://race.netkeiba.com/odds/index.html?race_id=202206020208&rf=race_submenu
202206020209,https://race.netkeiba.com/odds/index.html?race_id=202206020209&rf=race_submenu
202206020210,https://race.netkeiba.com/odds/index.html?race_id=202206020210&rf=race_submenu
202206020211,https://race.netkeiba.com/odds/index.html?race_id=202206020211&rf=race_submenu
202206020212,https://race.netkeiba.com/odds/index.html?race_id=202206020212&rf=race_submenu
202206020301,https://race.netkeiba.com/odds/index.html?race_id=202206020301&rf=race_submenu
202206020302,https://race.netkeiba.com/odds/index.html?race_id=202206020302&rf=race_submenu
202206020303,https://race.netkeiba.com/odds/index.html?race_id=202206020303&rf=race_submenu
202206020304,https://race.netkeiba.com/odds/index.html?race_id=202206020304&rf=race_submenu
202206020305,https://race.netkeiba.com/odds/index.html?race_id=202206020305&rf=race_submenu
202206020306,https://race.netkeiba.com/odds/index.html?race_id=202206020306&rf=race_submenu
202206020307,https://race.netkeiba.com/odds/index.html?race_id=202206020307&rf=race_submenu
202206020308,https://race.netkeiba.com/odds/index.html?race_id=202206020308&rf=race_submenu
202206020309,https://race.netkeiba.com/odds/index.html?race_id=202206020309&rf=race_submenu
202206020310,https://race.netkeiba.com/odds/index.html?race_id=202206020310&rf=race_submenu
202206020311,https://race.netkeiba.com/odds/index.html?race_id=202206020311&rf=race_submenu
202206020312,https://race.netkeiba.com/odds/index.html?race_id=202206020312&rf=race_submenu
202206020401,https://race.netkeiba.com/odds/index.html?race_id=202206020401&rf=race_submenu
202206020402,https://race.netkeiba.com/odds/index.html?race_id=202206020402&rf=race_submenu
202206020403,https://race.netkeiba.com/odds/index.html?race_id=202206020403&rf=race_submenu
202206020404,https://race.netkeiba.com/odds/index.html?race_id=202206020404&rf=race_submenu
202206020405,https://race.netkeiba.com/odds/index.html?race_id=202206020405&rf=race_submenu
202206020406,https://race.netkeiba.com/odds/index.html?race_id=202206020406&rf=race_submenu
202206020407,https://race.netkeiba.com/odds/index.html?race_id=202206020407&rf=race_submenu
202206020408,https://race.netkeiba.com/odds/index.html?race_id=202206020408&rf=race_submenu
202206020409,https://race.netkeiba.com/odds/index.html?race_id=202206020409&rf=race_submenu
202206020410,https://race.netkeiba.com/odds/index.html?race_id=202206020410&rf=race_submenu
202206020411,https://race.netkeiba.com/odds/index.html?race_id=202206020411&rf=race_submenu
202206020412,https://race.netkeiba.com/odds/index.html?race_id=202206020412&rf=race_submenu
202206020501,https://race.netkeiba.com/odds/index.html?race_id=202206020501&rf=race_submenu
202206020502,https://race.netkeiba.com/odds/index.html?race_id=202206020502&rf=race_submenu
202206020503,https://race.netkeiba.com/odds/index.html?race_id=202206020503&rf=race_submenu
202206020504,https://race.netkeiba.com/odds/index.html?race_id=202206020504&rf=race_submenu
202206020505,https://race.netkeiba.com/odds/index.html?race_id=202206020505&rf=race_submenu
202206020506,https://race.netkeiba.com/odds/index.html?race_id=202206020506&rf=race_submenu
202206020507,https://race.netkeiba.com/odds/index.html?race_id=202206020507&rf=race_submenu
202206020508,https://race.netkeiba.com/odds/index.html?race_id=202206020508&rf=race_submenu
202206020509,https://race.netkeiba.com/odds/index.html?race_id=202206020509&rf=race_submenu
202206020510,https://race.netkeiba.com/odds/index.html?race_id=202206020510&rf=race_submenu
202206020511,https://race.netkeiba.com/odds/index.html?race_id=202206020511&rf=race_submenu
202206020512,https://race.netkeiba.com/odds/index.html?race_id=202206020512&rf=race_submenu
202206020601,https://race.netkeiba.com/odds/index.html?race_id=202206020601&rf=race_submenu
202206020602,https://race.netkeiba.com/odds/index.html?race_id=202206020602&rf=race_submenu
202206020603,https://race.netkeiba.com/odds/index.html?race_id=202206020603&rf=race_submenu
202206020604,https://race.netkeiba.com/odds/index.html?race_id=202206020604&rf=race_submenu
202206020605,https://race.netkeiba.com/odds/index.html?race_id=202206020605&rf=race_submenu
202206020606,https://race.netkeiba.com/odds/index.html?race_id=202206020606&rf=race_submenu
202206020607,https://race.netkeiba.com/odds/index.html?race_id=202206020607&rf=race_submenu
202206020608,https://race.netkeiba.com/odds/index.html?race_id=202206020608&rf=race_submenu
202206020609,https://race.netkeiba.com/odds/index.html?race_id=202206020609&rf=race_submenu
202206020610,https://race.netkeiba.com/odds/index.html?race_id=202206020610&rf=race_submenu
202206020611,https://race.netkeiba.com/odds/index.html?race_id=202206020611&rf=race_submenu
202206020612,https://race.netkeiba.com/odds/index.html?race_id=202206020612&rf=race_submenu
202206020701,https://race.netkeiba.com/odds/index.html?race_id=202206020701&rf=race_submenu
202206020702,https://race.netkeiba.com/odds/index.html?race_id=202206020702&rf=race_submenu
202206020703,https://race.netkeiba.com/odds/index.html?race_id=202206020703&rf=race_submenu
202206020704,https://race.netkeiba.com/odds/index.html?race_id=202206020704&rf=race_submenu
202206020705,https://race.netkeiba.com/odds/index.html?race_id=202206020705&rf=race_submenu
202206020706,https://race.netkeiba.com/odds/index.html?race_id=202206020706&rf=race_submenu
202206020707,https://race.netkeiba.com/odds/index.html?race_id=202206020707&rf=race_submenu
202206020708,https://race.netkeiba.com/odds/index.html?race_id=202206020708&rf=race_submenu
202206020709,https://race.netkeiba.com/odds/index.html?race_id=202206020709&rf=race_submenu
202206020710,https://race.netkeiba.com/odds/index.html?race_id=202206020710&rf=race_submenu
202206020711,https://race.netkeiba.com/odds/index.html?race_id=202206020711&rf=race_submenu
202206020712,https://race.netkeiba.com/odds/index.html?race_id=202206020712&rf=race_submenu
202206020801,https://race.netkeiba.com/odds/index.html?race_id=202206020801&rf=race_submenu
202206020802,https://race.netkeiba.com/odds/index.html?race_id=202206020802&rf=race_submenu
202206020803,https://race.netkeiba.com/odds/index.html?race_id=202206020803&rf=race_submenu
202206020804,https://race.netkeiba.com/odds/index.html?race_id=202206020804&rf=race_submenu
202206020805,https://race.netkeiba.com/odds/index.html?race_id=202206020805&rf=race_submenu
202206020806,https://race.netkeiba.com/odds/index.html?race_id=202206020806&rf=race_submenu
202206020807,https://race.netkeiba.com/odds/index.html?race_id=202206020807&rf=race_submenu
202206020808,https://race.netkeiba.com/odds/index.html?race_id=202206020808&rf=race_submenu
202206020809,https://race.netkeiba.com/odds/index.html?race_id=202206020809&rf=race_submenu
202206020810,https://race.netkeiba.com/odds/index.html?race_id=202206020810&rf=race_submenu
202206020811,https://race.netkeiba.com/odds/index.html?race_id=202206020811&rf=race_submenu
202206020812,https://race.netkeiba.com/odds/index.html?race_id=202206020812&rf=race_submenu
202206030101,https://race.netkeiba.com/odds/index.html?race_id=202206030101&rf=race_submenu
202206030102,https://race.netkeiba.com/odds/index.html?race_id=202206030102&rf=race_submenu
202206030103,https://race.netkeiba.com/odds/index.html?race_id=202206030103&rf=race_submenu
202206030104,https://race.netkeiba.com/odds/index.html?race_id=202206030104&rf=race_submenu
202206030105,https://race.netkeiba.com/odds/index.html?race_id=202206030105&rf=race_submenu
202206030106,https://race.netkeiba.com/odds/index.html?race_id=202206030106&rf=race_submenu
202206030107,https://race.netkeiba.com/odds/index.html?race_id=202206030107&rf=race_submenu
202206030108,https://race.netkeiba.com/odds/index.html?race_id=202206030108&rf=race_submenu
202206030109,https://race.netkeiba.com/odds/index.html?race_id=202206030109&rf=race_submenu
202206030110,https://race.netkeiba.com/odds/index.html?race_id=202206030110&rf=race_submenu
202206030111,https://race.netkeiba.com/odds/index.html?race_id=202206030111&rf=race_submenu
202206030112,https://race.netkeiba.com/odds/index.html?race_id=202206030112&rf=race_submenu
